--_curl_--https://www.wunderground.com/history/airport/ORF/2015/08/01/DailyHistory.html?&format=1

TimeEDT,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC<br />
4:51 AM,66.0,60.1,81,30.14,10.0,Calm,Calm,-,N/A,,Clear,0,2015-08-15 08:51:00<br />
5:51 AM,66.9,62.1,84,30.15,10.0,Calm,Calm,-,N/A,,Clear,0,2015-08-15 09:51:00<br />
6:51 AM,66.0,61.0,84,30.16,10.0,SW,3.5,-,N/A,,Clear,220,2015-08-15 10:51:00<br />
7:51 AM,73.0,66.0,79,30.17,10.0,Calm,Calm,-,N/A,,Clear,0,2015-08-15 11:51:00<br />
8:51 AM,78.1,63.0,60,30.17,10.0,Calm,Calm,-,N/A,,Clear,0,2015-08-15 12:51:00<br />
9:51 AM,80.1,55.9,43,30.17,10.0,North,3.5,-,N/A,,Clear,350,2015-08-15 13:51:00<br />
10:51 AM,80.1,57.9,47,30.19,10.0,NNE,9.2,-,N/A,,Clear,30,2015-08-15 14:51:00<br />
11:51 AM,81.0,59.0,47,30.19,10.0,ENE,5.8,-,N/A,,Clear,70,2015-08-15 15:51:00<br />
12:51 PM,82.0,55.0,39,30.17,10.0,East,4.6,-,N/A,,Clear,90,2015-08-15 16:51:00<br />
1:51 PM,82.9,51.1,33,30.17,10.0,NE,6.9,-,N/A,,Clear,50,2015-08-15 17:51:00<br />
2:51 PM,84.0,48.9,29,30.14,10.0,NE,8.1,-,N/A,,Clear,50,2015-08-15 18:51:00<br />
3:51 PM,84.0,53.1,34,30.13,10.0,ENE,10.4,-,N/A,,Clear,70,2015-08-15 19:51:00<br />
4:51 PM,82.9,54.0,37,30.12,10.0,NE,11.5,-,N/A,,Clear,50,2015-08-15 20:51:00<br />
5:51 PM,80.1,57.9,47,30.12,10.0,ENE,9.2,-,N/A,,Clear,60,2015-08-15 21:51:00<br />
6:51 PM,78.1,57.9,50,30.12,10.0,ESE,8.1,-,N/A,,Clear,110,2015-08-15 22:51:00<br />
7:51 PM,75.9,60.1,58,30.11,10.0,ESE,6.9,-,N/A,,Clear,120,2015-08-15 23:51:00<br />
8:51 PM,75.0,61.0,62,30.12,10.0,SSE,5.8,-,N/A,,Clear,150,2015-08-16 00:51:00<br />
9:51 PM,73.0,61.0,66,30.14,10.0,South,3.5,-,N/A,,Clear,170,2015-08-16 01:51:00<br />
10:51 PM,71.1,60.1,68,30.16,10.0,Calm,Calm,-,N/A,,Clear,0,2015-08-16 02:51:00<br />
11:51 PM,69.1,60.1,73,30.17,10.0,Calm,Calm,-,N/A,,Clear,0,2015-08-16 03:51:00<br />
--_curl_--https://www.wunderground.com/history/airport/ORF/2015/08/16/DailyHistory.html?&format=1

TimeEDT,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC<br />
12:51 AM,69.1,61.0,75,30.17,10.0,Calm,Calm,-,N/A,,Clear,0,2015-08-16 04:51:00<br />
1:51 AM,68.0,61.0,78,30.17,10.0,Calm,Calm,-,N/A,,Clear,0,2015-08-16 05:51:00<br />
2:51 AM,66.9,61.0,81,30.15,10.0,Calm,Calm,-,N/A,,Clear,0,2015-08-16 06:51:00<br />
3:51 AM,66.0,61.0,84,30.15,10.0,Calm,Calm,-,N/A,,Clear,0,2015-08-16 07:51:00<br />
4:51 AM,66.0,62.1,87,30.15,10.0,South,3.5,-,N/A,,Clear,180,2015-08-16 08:51:00<br />
5:51 AM,66.0,62.1,87,30.14,10.0,Calm,Calm,-,N/A,,Clear,0,2015-08-16 09:51:00<br />
6:51 AM,66.0,62.1,87,30.16,10.0,South,3.5,-,N/A,,Clear,170,2015-08-16 10:51:00<br />
7:51 AM,70.0,64.0,81,30.17,10.0,Calm,Calm,-,N/A,,Clear,0,2015-08-16 11:51:00<br />
8:51 AM,75.0,64.9,71,30.17,10.0,Calm,Calm,-,N/A,,Clear,0,2015-08-16 12:51:00<br />
9:51 AM,78.1,64.9,64,30.17,10.0,Calm,Calm,-,N/A,,Clear,0,2015-08-16 13:51:00<br />
10:51 AM,82.0,66.0,58,30.17,10.0,NNE,6.9,-,N/A,,Clear,30,2015-08-16 14:51:00<br />
11:51 AM,82.9,63.0,51,30.17,10.0,North,4.6,-,N/A,,Clear,10,2015-08-16 15:51:00<br />
12:51 PM,82.9,64.0,53,30.16,10.0,NNE,10.4,-,N/A,,Clear,30,2015-08-16 16:51:00<br />
1:51 PM,82.9,63.0,51,30.15,10.0,NE,8.1,-,N/A,,Clear,50,2015-08-16 17:51:00<br />
2:51 PM,82.9,63.0,51,30.14,10.0,NE,6.9,-,N/A,,Clear,50,2015-08-16 18:51:00<br />
3:51 PM,84.9,64.0,49,30.13,10.0,NE,11.5,-,N/A,,Clear,40,2015-08-16 19:51:00<br />
4:51 PM,82.9,63.0,51,30.13,10.0,NE,9.2,-,N/A,,Clear,50,2015-08-16 20:51:00<br />
5:51 PM,82.9,63.0,51,30.13,10.0,East,9.2,-,N/A,,Clear,90,2015-08-16 21:51:00<br />
6:51 PM,80.1,64.9,60,30.12,10.0,ESE,9.2,-,N/A,,Clear,110,2015-08-16 22:51:00<br />
7:51 PM,77.0,64.0,64,30.12,10.0,SSE,4.6,-,N/A,,Clear,150,2015-08-16 23:51:00<br />
8:51 PM,75.9,64.0,67,30.12,10.0,South,5.8,-,N/A,,Clear,170,2015-08-17 00:51:00<br />
9:51 PM,73.9,63.0,68,30.13,10.0,SSW,3.5,-,N/A,,Clear,200,2015-08-17 01:51:00<br />
10:51 PM,72.0,64.0,76,30.14,10.0,SSW,5.8,-,N/A,,Clear,200,2015-08-17 02:51:00<br />
11:51 PM,71.1,64.0,78,30.14,10.0,South,4.6,-,N/A,,Clear,190,2015-08-17 03:51:00<br />
--_curl_--https://www.wunderground.com/history/airport/ORF/2015/08/17/DailyHistory.html?&format=1

TimeEDT,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC<br />
12:51 AM,71.1,63.0,75,30.14,10.0,SSW,4.6,-,N/A,,Clear,200,2015-08-17 04:51:00<br />
1:51 AM,70.0,63.0,78,30.13,10.0,South,4.6,-,N/A,,Clear,190,2015-08-17 05:51:00<br />
2:51 AM,70.0,64.0,81,30.13,10.0,South,4.6,-,N/A,,Clear,190,2015-08-17 06:51:00<br />
3:51 AM,69.1,63.0,81,30.13,10.0,SSW,3.5,-,N/A,,Clear,200,2015-08-17 07:51:00<br />
4:51 AM,68.0,63.0,84,30.13,10.0,South,4.6,-,N/A,,Clear,190,2015-08-17 08:51:00<br />
5:51 AM,70.0,64.9,84,30.14,10.0,SSW,5.8,-,N/A,,Clear,200,2015-08-17 09:51:00<br />
6:51 AM,69.1,64.9,87,30.14,10.0,South,3.5,-,N/A,,Clear,180,2015-08-17 10:51:00<br />
7:51 AM,73.0,66.9,81,30.15,10.0,South,3.5,-,N/A,,Clear,180,2015-08-17 11:51:00<br />
8:51 AM,75.9,69.1,79,30.14,10.0,Calm,Calm,-,N/A,,Clear,0,2015-08-17 12:51:00<br />
9:51 AM,80.1,69.1,69,30.14,10.0,Variable,3.5,-,N/A,,Clear,0,2015-08-17 13:51:00<br />
10:51 AM,82.9,69.1,63,30.13,10.0,NNE,5.8,-,N/A,,Clear,30,2015-08-17 14:51:00<br />
11:51 AM,84.0,70.0,63,30.12,10.0,NNE,8.1,-,N/A,,Clear,30,2015-08-17 15:51:00<br />
12:51 PM,84.9,70.0,61,30.12,10.0,NE,8.1,-,N/A,,Clear,40,2015-08-17 16:51:00<br />
1:51 PM,86.0,63.0,46,30.10,10.0,NE,6.9,-,N/A,,Clear,40,2015-08-17 17:51:00<br />
2:51 PM,87.1,62.1,43,30.09,10.0,NNE,9.2,-,N/A,,Clear,30,2015-08-17 18:51:00<br />
3:51 PM,87.1,69.1,55,30.07,10.0,NNE,9.2,-,N/A,,Clear,30,2015-08-17 19:51:00<br />
4:51 PM,88.0,69.1,53,30.06,10.0,Variable,5.8,-,N/A,,Clear,0,2015-08-17 20:51:00<br />
5:51 PM,86.0,69.1,57,30.06,10.0,ESE,10.4,-,N/A,,Clear,120,2015-08-17 21:51:00<br />
6:51 PM,82.9,69.1,63,30.05,10.0,SE,9.2,-,N/A,,Clear,130,2015-08-17 22:51:00<br />
7:51 PM,80.1,69.1,69,30.05,10.0,SSE,8.1,-,N/A,,Clear,150,2015-08-17 23:51:00<br />
8:51 PM,79.0,69.1,72,30.05,10.0,SE,6.9,-,N/A,,Clear,140,2015-08-18 00:51:00<br />
9:51 PM,78.1,69.1,74,30.07,10.0,South,6.9,-,N/A,,Clear,170,2015-08-18 01:51:00<br />
10:51 PM,78.1,70.0,76,30.07,10.0,South,8.1,-,N/A,,Clear,170,2015-08-18 02:51:00<br />
11:51 PM,75.9,70.0,82,30.06,10.0,South,8.1,-,N/A,,Clear,180,2015-08-18 03:51:00<br />
--_curl_--https://www.wunderground.com/history/airport/ORF/2015/08/18/DailyHistory.html?&format=1

TimeEDT,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC<br />
12:51 AM,75.9,70.0,82,30.07,10.0,South,8.1,-,N/A,,Clear,190,2015-08-18 04:51:00<br />
1:51 AM,75.0,69.1,82,30.06,10.0,South,6.9,-,N/A,,Clear,190,2015-08-18 05:51:00<br />
2:51 AM,73.9,68.0,82,30.06,10.0,SSW,8.1,-,N/A,,Clear,200,2015-08-18 06:51:00<br />
3:51 AM,73.9,68.0,82,30.04,10.0,South,5.8,-,N/A,,Clear,190,2015-08-18 07:51:00<br />
4:51 AM,73.0,68.0,84,30.03,10.0,South,6.9,-,N/A,,Clear,190,2015-08-18 08:51:00<br />
5:51 AM,73.0,66.9,81,30.03,10.0,SSW,6.9,-,N/A,,Clear,200,2015-08-18 09:51:00<br />
6:51 AM,73.0,68.0,84,30.04,10.0,South,5.8,-,N/A,,Clear,190,2015-08-18 10:51:00<br />
7:51 AM,73.9,68.0,82,30.04,10.0,SSW,6.9,-,N/A,,Clear,210,2015-08-18 11:51:00<br />
8:51 AM,79.0,69.1,72,30.04,10.0,SSW,9.2,-,N/A,,Clear,210,2015-08-18 12:51:00<br />
9:51 AM,82.0,69.1,65,30.04,10.0,SSW,5.8,-,N/A,,Clear,200,2015-08-18 13:51:00<br />
10:51 AM,84.0,69.1,61,30.04,10.0,Variable,3.5,-,N/A,,Clear,0,2015-08-18 14:51:00<br />
11:51 AM,86.0,69.1,57,30.04,10.0,South,3.5,-,N/A,,Clear,190,2015-08-18 15:51:00<br />
12:51 PM,86.0,70.0,59,30.03,10.0,SSW,5.8,-,N/A,,Clear,210,2015-08-18 16:51:00<br />
1:51 PM,87.1,71.1,59,30.01,10.0,South,9.2,-,N/A,,Scattered Clouds,170,2015-08-18 17:51:00<br />
2:51 PM,88.0,70.0,55,29.99,10.0,SSW,8.1,-,N/A,,Clear,210,2015-08-18 18:51:00<br />
3:51 PM,86.0,71.1,61,29.98,10.0,South,8.1,-,N/A,,Scattered Clouds,170,2015-08-18 19:51:00<br />
4:51 PM,82.9,71.1,67,29.98,9.0,South,8.1,-,0.00,Rain,Light Rain,190,2015-08-18 20:51:00<br />
5:51 PM,82.9,73.0,72,29.97,9.0,South,5.8,-,0.00,Rain,Light Rain,190,2015-08-18 21:51:00<br />
6:51 PM,84.0,70.0,63,29.97,10.0,SW,9.2,-,0.00,,Partly Cloudy,230,2015-08-18 22:51:00<br />
7:51 PM,81.0,68.0,65,29.97,10.0,South,4.6,-,N/A,,Clear,190,2015-08-18 23:51:00<br />
8:51 PM,81.0,71.1,72,29.98,10.0,South,4.6,-,N/A,,Scattered Clouds,170,2015-08-19 00:51:00<br />
9:51 PM,80.1,72.0,76,29.99,10.0,South,6.9,-,N/A,,Clear,190,2015-08-19 01:51:00<br />
10:51 PM,78.1,69.1,74,29.99,10.0,SSW,6.9,-,N/A,,Clear,200,2015-08-19 02:51:00<br />
11:51 PM,78.1,70.0,76,30.01,10.0,SSW,5.8,-,N/A,,Clear,210,2015-08-19 03:51:00<br />
--_curl_--https://www.wunderground.com/history/airport/ORF/2015/08/19/DailyHistory.html?&format=1

TimeEDT,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC<br />
12:51 AM,78.1,69.1,74,30.02,10.0,South,4.6,-,N/A,,Overcast,190,2015-08-19 04:51:00<br />
1:51 AM,77.0,68.0,74,30.01,10.0,SSW,6.9,-,N/A,,Overcast,210,2015-08-19 05:51:00<br />
2:51 AM,77.0,68.0,74,30.01,10.0,SW,5.8,-,N/A,,Overcast,230,2015-08-19 06:51:00<br />
3:51 AM,77.0,68.0,74,29.99,10.0,South,3.5,-,N/A,,Overcast,190,2015-08-19 07:51:00<br />
4:51 AM,75.0,68.0,79,29.99,10.0,South,4.6,-,N/A,,Mostly Cloudy,190,2015-08-19 08:51:00<br />
5:51 AM,75.0,66.9,76,29.99,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2015-08-19 09:51:00<br />
6:51 AM,73.9,68.0,82,30.01,10.0,SSW,4.6,-,N/A,,Overcast,200,2015-08-19 10:51:00<br />
7:51 AM,77.0,69.1,76,30.02,10.0,SSW,5.8,-,N/A,,Overcast,200,2015-08-19 11:51:00<br />
8:51 AM,78.1,68.0,71,30.02,10.0,South,4.6,-,N/A,,Overcast,180,2015-08-19 12:51:00<br />
9:51 AM,81.0,66.9,62,30.01,10.0,South,4.6,-,N/A,,Overcast,190,2015-08-19 13:51:00<br />
10:51 AM,84.0,66.9,56,30.02,10.0,SSW,8.1,-,N/A,,Overcast,210,2015-08-19 14:51:00<br />
11:51 AM,84.9,68.0,57,30.01,10.0,SSW,4.6,-,N/A,,Overcast,210,2015-08-19 15:51:00<br />
12:51 PM,87.1,66.0,49,30.00,10.0,Variable,4.6,-,N/A,,Overcast,0,2015-08-19 16:51:00<br />
1:51 PM,88.0,63.0,43,29.99,10.0,Variable,6.9,-,N/A,,Partly Cloudy,0,2015-08-19 17:51:00<br />
2:51 PM,89.1,64.9,45,29.96,10.0,South,8.1,-,N/A,,Scattered Clouds,170,2015-08-19 18:51:00<br />
3:51 PM,87.1,69.1,55,29.94,10.0,SSE,11.5,-,N/A,,Overcast,150,2015-08-19 19:51:00<br />
4:51 PM,86.0,69.1,57,29.95,10.0,SSE,13.8,19.6,N/A,,Overcast,150,2015-08-19 20:51:00<br />
5:51 PM,82.9,69.1,63,29.94,10.0,SSW,15.0,21.9,N/A,,Mostly Cloudy,200,2015-08-19 21:51:00<br />
6:51 PM,82.0,70.0,67,29.95,10.0,South,8.1,-,N/A,,Partly Cloudy,170,2015-08-19 22:51:00<br />
7:51 PM,80.1,71.1,74,29.96,10.0,SSE,8.1,-,N/A,,Clear,160,2015-08-19 23:51:00<br />
8:51 PM,80.1,72.0,76,29.98,10.0,South,6.9,-,N/A,,Scattered Clouds,180,2015-08-20 00:51:00<br />
9:51 PM,80.1,72.0,76,29.98,10.0,South,8.1,-,N/A,,Overcast,180,2015-08-20 01:51:00<br />
10:51 PM,79.0,73.0,82,29.98,10.0,South,8.1,-,N/A,,Partly Cloudy,190,2015-08-20 02:51:00<br />
11:51 PM,79.0,73.0,82,29.99,10.0,South,8.1,-,N/A,,Overcast,190,2015-08-20 03:51:00<br />
--_curl_--https://www.wunderground.com/history/airport/ORF/2015/08/20/DailyHistory.html?&format=1

TimeEDT,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC<br />
12:51 AM,78.1,73.9,87,29.98,10.0,South,6.9,-,0.00,Rain,Light Rain,170,2015-08-20 04:51:00<br />
1:51 AM,78.1,73.9,87,29.97,10.0,South,5.8,-,0.00,,Mostly Cloudy,180,2015-08-20 05:51:00<br />
2:51 AM,77.0,73.9,90,29.95,10.0,South,4.6,-,N/A,,Scattered Clouds,180,2015-08-20 06:51:00<br />
3:51 AM,77.0,73.0,88,29.94,10.0,South,6.9,-,N/A,,Partly Cloudy,190,2015-08-20 07:51:00<br />
4:25 AM,77.0,73.9,90,29.93,10.0,South,5.8,-,N/A,,Partly Cloudy,170,2015-08-20 08:25:00<br />
4:51 AM,77.0,73.9,90,29.93,10.0,SSE,4.6,-,N/A,,Partly Cloudy,160,2015-08-20 08:51:00<br />
5:40 AM,77.0,73.9,90,29.93,10.0,South,4.6,-,N/A,,Mostly Cloudy,180,2015-08-20 09:40:00<br />
5:51 AM,77.0,73.9,90,29.93,10.0,South,5.8,-,N/A,,Overcast,190,2015-08-20 09:51:00<br />
6:51 AM,77.0,73.9,90,29.94,9.0,South,5.8,-,N/A,,Overcast,170,2015-08-20 10:51:00<br />
7:51 AM,78.1,73.9,87,29.95,9.0,South,5.8,-,N/A,,Overcast,180,2015-08-20 11:51:00<br />
8:37 AM,80.1,73.9,81,29.95,10.0,South,5.8,-,N/A,,Scattered Clouds,190,2015-08-20 12:37:00<br />
8:51 AM,81.0,73.9,79,29.96,10.0,SSW,5.8,-,N/A,,Partly Cloudy,200,2015-08-20 12:51:00<br />
9:51 AM,84.9,73.0,67,29.96,10.0,South,10.4,-,N/A,,Clear,190,2015-08-20 13:51:00<br />
10:51 AM,86.0,73.0,65,29.97,10.0,South,9.2,-,N/A,,Clear,170,2015-08-20 14:51:00<br />
11:51 AM,88.0,71.1,57,29.96,10.0,South,8.1,-,N/A,,Mostly Cloudy,170,2015-08-20 15:51:00<br />
12:51 PM,88.0,69.1,53,29.93,10.0,SW,11.5,-,N/A,,Overcast,220,2015-08-20 16:51:00<br />
1:51 PM,91.0,70.0,50,29.91,10.0,SW,6.9,-,N/A,,Mostly Cloudy,220,2015-08-20 17:51:00<br />
2:51 PM,91.0,69.1,48,29.90,10.0,WSW,9.2,-,N/A,,Overcast,240,2015-08-20 18:51:00<br />
3:18 PM,81.0,73.9,79,29.90,2.5,North,5.8,-,0.07,Rain,Light Rain,10,2015-08-20 19:18:00<br />
3:26 PM,82.0,75.0,79,29.90,10.0,WNW,4.6,-,0.07,,Overcast,290,2015-08-20 19:26:00<br />
3:51 PM,84.0,75.9,76,29.89,10.0,NNE,6.9,-,0.07,,Overcast,30,2015-08-20 19:51:00<br />
4:51 PM,88.0,75.9,67,29.88,10.0,Variable,4.6,-,N/A,,Partly Cloudy,0,2015-08-20 20:51:00<br />
5:51 PM,84.9,73.9,69,29.88,10.0,East,8.1,-,N/A,,Scattered Clouds,100,2015-08-20 21:51:00<br />
6:51 PM,79.0,72.0,79,29.89,1.2,East,12.7,19.6,0.02,Rain,Heavy Rain,90,2015-08-20 22:51:00<br />
6:59 PM,79.0,72.0,79,29.89,0.8,East,5.8,28.8,0.32,Rain,Light Rain,80,2015-08-20 22:59:00<br />
7:03 PM,80.1,72.0,76,29.89,3.0,Calm,Calm,-,0.32,Rain,Light Rain,0,2015-08-20 23:03:00<br />
7:51 PM,79.0,73.9,84,29.91,10.0,East,3.5,-,0.32,,Clear,90,2015-08-20 23:51:00<br />
8:51 PM,79.0,75.0,88,29.93,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2015-08-21 00:51:00<br />
9:10 PM,78.1,73.9,87,29.93,10.0,WNW,8.1,-,0.00,Rain,Light Rain,290,2015-08-21 01:10:00<br />
9:18 PM,78.1,73.0,84,29.94,10.0,Variable,4.6,-,0.00,Rain,Light Rain,0,2015-08-21 01:18:00<br />
9:29 PM,77.0,72.0,84,29.94,7.0,NNE,3.5,-,0.02,Rain,Rain,20,2015-08-21 01:29:00<br />
9:49 PM,77.0,73.4,89,29.94,10.0,WNW,3.5,-,0.03,,Mostly Cloudy,290,2015-08-21 01:49:00<br />
9:51 PM,77.0,73.0,88,29.94,10.0,Calm,Calm,-,0.03,,Mostly Cloudy,0,2015-08-21 01:51:00<br />
10:13 PM,75.9,73.0,91,29.93,2.5,Calm,Calm,-,0.07,Rain,Light Rain,0,2015-08-21 02:13:00<br />
10:20 PM,77.0,73.0,88,29.94,10.0,NE,4.6,-,0.08,Rain,Light Rain,50,2015-08-21 02:20:00<br />
10:51 PM,77.0,73.0,88,29.94,10.0,South,4.6,-,0.08,,Partly Cloudy,180,2015-08-21 02:51:00<br />
11:51 PM,77.0,73.0,88,29.93,10.0,South,4.6,-,N/A,,Clear,170,2015-08-21 03:51:00<br />
--_curl_--https://www.wunderground.com/history/airport/ORF/2015/08/21/DailyHistory.html?&format=1

TimeEDT,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC<br />
12:51 AM,75.9,72.0,87,29.94,10.0,SW,3.5,-,N/A,,Clear,230,2015-08-21 04:51:00<br />
1:51 AM,75.9,73.0,91,29.94,10.0,South,3.5,-,N/A,,Clear,170,2015-08-21 05:51:00<br />
2:51 AM,75.0,72.0,90,29.93,10.0,Calm,Calm,-,N/A,,Scattered Clouds,0,2015-08-21 06:51:00<br />
3:51 AM,75.0,73.0,94,29.94,10.0,WNW,3.5,-,N/A,,Clear,290,2015-08-21 07:51:00<br />
4:47 AM,75.2,73.4,94,29.93,10.0,WNW,3.5,-,N/A,,Mostly Cloudy,300,2015-08-21 08:47:00<br />
4:51 AM,75.9,73.0,91,29.94,10.0,NW,3.5,-,N/A,,Mostly Cloudy,310,2015-08-21 08:51:00<br />
5:00 AM,75.9,73.0,91,29.93,1.8,Calm,Calm,-,0.02,Rain,Heavy Rain,0,2015-08-21 09:00:00<br />
5:05 AM,75.9,73.0,91,29.93,0.8,West,9.2,-,0.16,Rain,Heavy Rain,260,2015-08-21 09:05:00<br />
5:17 AM,75.9,72.0,87,29.92,2.0,NW,4.6,-,0.46,Rain,Light Rain,310,2015-08-21 09:17:00<br />
5:22 AM,75.0,72.0,90,29.93,10.0,WNW,4.6,-,0.46,,Mostly Cloudy,300,2015-08-21 09:22:00<br />
5:51 AM,75.9,73.0,91,29.94,10.0,Calm,Calm,-,0.46,,Partly Cloudy,0,2015-08-21 09:51:00<br />
6:51 AM,77.0,73.9,90,29.96,10.0,NNW,3.5,-,N/A,,Scattered Clouds,340,2015-08-21 10:51:00<br />
7:06 AM,77.0,73.9,90,29.96,10.0,NNW,5.8,-,N/A,,Mostly Cloudy,330,2015-08-21 11:06:00<br />
7:17 AM,77.0,73.9,90,29.97,10.0,NNW,6.9,-,N/A,,Mostly Cloudy,340,2015-08-21 11:17:00<br />
7:51 AM,78.1,73.0,84,29.98,10.0,North,8.1,-,N/A,,Scattered Clouds,360,2015-08-21 11:51:00<br />
8:48 AM,78.8,71.6,78,30.00,10.0,North,12.7,19.6,N/A,,Mostly Cloudy,360,2015-08-21 12:48:00<br />
8:51 AM,79.0,72.0,79,30.00,10.0,North,12.7,19.6,N/A,,Mostly Cloudy,360,2015-08-21 12:51:00<br />
9:51 AM,80.1,71.1,74,30.01,10.0,North,15.0,23.0,N/A,,Scattered Clouds,360,2015-08-21 13:51:00<br />
9:59 AM,80.1,71.1,74,30.02,10.0,North,16.1,23.0,N/A,,Mostly Cloudy,350,2015-08-21 13:59:00<br />
10:48 AM,82.4,69.8,66,30.03,10.0,North,17.3,26.5,N/A,,Scattered Clouds,10,2015-08-21 14:48:00<br />
10:51 AM,82.0,68.0,62,30.03,10.0,North,18.4,25.3,N/A,,Partly Cloudy,10,2015-08-21 14:51:00<br />
11:51 AM,82.0,68.0,62,30.04,10.0,North,18.4,23.0,N/A,,Overcast,360,2015-08-21 15:51:00<br />
12:51 PM,82.0,66.9,60,30.04,10.0,North,16.1,-,N/A,,Overcast,10,2015-08-21 16:51:00<br />
1:51 PM,82.9,66.9,58,30.02,10.0,North,17.3,27.6,N/A,,Partly Cloudy,360,2015-08-21 17:51:00<br />
2:51 PM,82.9,68.0,60,30.01,10.0,North,13.8,23.0,N/A,,Clear,10,2015-08-21 18:51:00<br />
3:51 PM,82.9,68.0,60,30.01,10.0,North,13.8,21.9,N/A,,Mostly Cloudy,360,2015-08-21 19:51:00<br />
4:51 PM,84.0,69.1,61,30.01,10.0,North,9.2,19.6,N/A,,Mostly Cloudy,360,2015-08-21 20:51:00<br />
5:25 PM,82.9,69.1,63,30.01,10.0,NNE,13.8,-,N/A,,Mostly Cloudy,20,2015-08-21 21:25:00<br />
5:51 PM,82.0,69.1,65,30.01,10.0,North,12.7,-,N/A,,Overcast,10,2015-08-21 21:51:00<br />
6:51 PM,82.0,69.1,65,30.01,10.0,North,11.5,-,N/A,,Overcast,10,2015-08-21 22:51:00<br />
7:25 PM,81.0,69.1,67,30.01,10.0,North,9.2,-,N/A,,Overcast,10,2015-08-21 23:25:00<br />
7:51 PM,81.0,69.1,67,30.01,10.0,North,10.4,-,N/A,,Mostly Cloudy,10,2015-08-21 23:51:00<br />
8:51 PM,81.0,68.0,65,30.01,10.0,NNE,12.7,-,N/A,,Overcast,20,2015-08-22 00:51:00<br />
9:51 PM,81.0,66.0,60,30.04,10.0,North,9.2,-,N/A,,Mostly Cloudy,10,2015-08-22 01:51:00<br />
10:51 PM,81.0,64.0,56,30.03,10.0,North,9.2,-,N/A,,Partly Cloudy,10,2015-08-22 02:51:00<br />
11:51 PM,80.1,64.9,60,30.04,10.0,North,8.1,-,N/A,,Partly Cloudy,10,2015-08-22 03:51:00<br />
--_curl_--https://www.wunderground.com/history/airport/ORF/2015/08/22/DailyHistory.html?&format=1

TimeEDT,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC<br />
12:51 AM,80.1,64.9,60,30.03,10.0,North,9.2,-,N/A,,Clear,350,2015-08-22 04:51:00<br />
1:51 AM,79.0,66.0,64,30.03,10.0,North,10.4,-,N/A,,Clear,350,2015-08-22 05:51:00<br />
2:51 AM,79.0,66.9,66,30.03,10.0,North,9.2,-,N/A,,Clear,360,2015-08-22 06:51:00<br />
3:51 AM,78.1,64.0,62,30.02,10.0,NNE,13.8,-,N/A,,Clear,20,2015-08-22 07:51:00<br />
4:51 AM,78.1,63.0,60,30.02,10.0,NNE,15.0,-,N/A,,Mostly Cloudy,20,2015-08-22 08:51:00<br />
5:51 AM,77.0,62.1,60,30.04,10.0,North,13.8,-,N/A,,Partly Cloudy,10,2015-08-22 09:51:00<br />
6:51 AM,78.1,62.1,58,30.05,10.0,North,16.1,-,N/A,,Partly Cloudy,10,2015-08-22 10:51:00<br />
7:51 AM,79.0,60.1,52,30.05,10.0,NNE,13.8,-,N/A,,Clear,20,2015-08-22 11:51:00<br />
8:51 AM,80.1,63.0,56,30.06,10.0,NNE,12.7,-,N/A,,Clear,20,2015-08-22 12:51:00<br />
9:51 AM,80.1,64.9,60,30.07,10.0,North,13.8,-,N/A,,Clear,10,2015-08-22 13:51:00<br />
10:51 AM,80.1,66.0,62,30.07,10.0,North,12.7,-,N/A,,Clear,360,2015-08-22 14:51:00<br />
11:51 AM,81.0,66.0,60,30.08,10.0,North,12.7,21.9,N/A,,Clear,360,2015-08-22 15:51:00<br />
