--_curl_--https://www.wunderground.com/history/airport/ORF/2015/08/01/DailyHistory.html?&format=1

TimeEDT,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC<br />
4:51 PM,82.9,57.0,41,30.10,10.0,East,6.9,-,N/A,,Clear,90,2015-08-30 20:51:00<br />
5:51 PM,81.0,55.9,42,30.11,10.0,SE,5.8,-,N/A,,Clear,130,2015-08-30 21:51:00<br />
6:51 PM,81.0,57.9,45,30.12,10.0,South,8.1,-,N/A,,Clear,190,2015-08-30 22:51:00<br />
7:51 PM,77.0,63.0,62,30.12,10.0,South,5.8,-,N/A,,Clear,180,2015-08-30 23:51:00<br />
8:51 PM,77.0,66.0,69,30.12,10.0,South,5.8,-,N/A,,Clear,180,2015-08-31 00:51:00<br />
9:51 PM,75.9,66.0,71,30.11,10.0,Calm,Calm,-,N/A,,Clear,0,2015-08-31 01:51:00<br />
10:51 PM,75.9,66.9,74,30.12,10.0,South,6.9,-,N/A,,Clear,190,2015-08-31 02:51:00<br />
11:51 PM,75.9,69.1,79,30.12,10.0,South,6.9,-,N/A,,Clear,190,2015-08-31 03:51:00<br />
--_curl_--https://www.wunderground.com/history/airport/ORF/2015/08/31/DailyHistory.html?&format=1

TimeEDT,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC<br />
12:51 AM,75.9,69.1,79,30.12,10.0,South,5.8,-,N/A,,Overcast,190,2015-08-31 04:51:00<br />
1:51 AM,75.9,70.0,82,30.11,10.0,SSW,5.8,-,N/A,,Overcast,200,2015-08-31 05:51:00<br />
2:51 AM,75.9,69.1,79,30.10,10.0,SSW,3.5,-,N/A,,Overcast,200,2015-08-31 06:51:00<br />
3:51 AM,75.0,69.1,82,30.10,10.0,South,5.8,-,N/A,,Mostly Cloudy,190,2015-08-31 07:51:00<br />
4:51 AM,75.0,69.1,82,30.10,10.0,SSW,5.8,-,N/A,,Overcast,200,2015-08-31 08:51:00<br />
5:51 AM,75.0,68.0,79,30.10,10.0,South,3.5,-,N/A,,Mostly Cloudy,180,2015-08-31 09:51:00<br />
6:51 AM,75.9,68.0,76,30.11,10.0,Calm,Calm,-,N/A,,Overcast,0,2015-08-31 10:51:00<br />
7:51 AM,77.0,68.0,74,30.12,10.0,Calm,Calm,-,N/A,,Overcast,0,2015-08-31 11:51:00<br />
8:51 AM,80.1,64.9,60,30.12,10.0,SW,4.6,-,N/A,,Mostly Cloudy,230,2015-08-31 12:51:00<br />
9:51 AM,79.0,66.0,64,30.13,10.0,SW,5.8,-,N/A,,Overcast,220,2015-08-31 13:51:00<br />
10:51 AM,73.9,68.0,82,30.14,9.0,WSW,4.6,-,0.03,Rain,Light Rain,250,2015-08-31 14:51:00<br />
11:51 AM,73.9,69.1,85,30.15,7.0,SW,9.2,-,0.02,Rain,Light Rain,220,2015-08-31 15:51:00<br />
12:51 PM,73.9,70.0,87,30.12,6.0,South,8.1,-,0.04,Rain,Rain,190,2015-08-31 16:51:00<br />
1:51 PM,73.9,69.1,85,30.09,10.0,SSW,4.6,-,0.02,Rain,Light Rain,200,2015-08-31 17:51:00<br />
2:51 PM,77.0,66.9,71,30.10,10.0,West,3.5,-,0.00,,Scattered Clouds,270,2015-08-31 18:51:00<br />
3:51 PM,77.0,66.9,71,30.10,10.0,SW,3.5,-,0.00,,Overcast,230,2015-08-31 19:51:00<br />
4:48 PM,78.8,66.2,65,30.10,9.0,SSW,10.4,-,N/A,,Overcast,200,2015-08-31 20:48:00<br />
4:51 PM,78.1,66.0,66,30.10,10.0,SSW,10.4,-,N/A,,Overcast,200,2015-08-31 20:51:00<br />
5:12 PM,75.9,64.9,69,30.10,10.0,South,8.1,-,N/A,,Overcast,180,2015-08-31 21:12:00<br />
5:51 PM,77.0,66.0,69,30.09,10.0,South,8.1,-,N/A,,Overcast,170,2015-08-31 21:51:00<br />
6:51 PM,75.9,66.9,74,30.08,10.0,South,4.6,-,N/A,,Overcast,190,2015-08-31 22:51:00<br />
7:51 PM,75.0,68.0,79,30.07,10.0,Calm,Calm,-,N/A,,Overcast,0,2015-08-31 23:51:00<br />
8:51 PM,73.9,68.0,82,30.08,10.0,South,5.8,-,N/A,,Overcast,190,2015-09-01 00:51:00<br />
9:43 PM,73.9,69.1,85,30.08,10.0,SSW,4.6,-,N/A,,Overcast,200,2015-09-01 01:43:00<br />
9:51 PM,73.9,69.1,85,30.08,10.0,South,4.6,-,N/A,,Overcast,190,2015-09-01 01:51:00<br />
10:24 PM,73.9,69.1,85,30.08,10.0,South,5.8,-,N/A,,Mostly Cloudy,180,2015-09-01 02:24:00<br />
10:51 PM,73.0,69.1,87,30.08,10.0,South,4.6,-,N/A,,Scattered Clouds,180,2015-09-01 02:51:00<br />
11:51 PM,72.0,69.1,91,30.07,10.0,SSW,3.5,-,N/A,,Partly Cloudy,210,2015-09-01 03:51:00<br />
